trial,pA
0,0.5
1,0.5200002978936071
2,0.5400804087811736
3,0.5400013715213526
4,0.5400029413050852
5,0.5400000317890847
6,0.5400007126896897
7,0.5400001355843406
8,0.5400000371232448
9,0.5400213420801824
10,0.5400001125997457
11,0.540000000043311
12,0.5400001044613831
13,0.5400000784165025
14,0.5400000911326963
15,0.54000003502701
16,0.5400006471460972
17,0.5400171136991334
18,0.5400000004272522
19,0.540000020221958
20,0.5400000675469542
21,0.5400000494766583
22,0.5400000131559647
23,0.5400163019271758
24,0.5400000004168225
25,0.540000047477158
26,0.5400000133544142
27,0.5400163213063482
28,0.5400000515610568
29,0.5400000000376607
30,0.540000025999735
31,0.5400000260190326
32,0.5400000129750342
33,0.540016096317566
34,0.5400000133304187
35,0.5400000000126841
36,0.5400002035599772
37,0.5400000262740008
38,0.5400161748591645
39,0.5400001207629346
40,0.5400000000438548
41,0.5400000131346991
42,0.5400000202416739
43,0.5400000145158984
44,0.5400000310515892
45,0.5400000274537454
46,0.5400000259712872
47,0.5400000259255152
48,0.5400000261069935
49,0.5400000260160905
50,0.5400004744392044
51,0.5400000444329568
52,0.5400000202522875
53,0.5400000266653727
54,0.5400000162037795
55,0.5400000298895243
56,0.5400000405870222
57,0.5400165784056913
58,0.5400000915621773
59,0.5400001053230823
60,0.5400006584679851
61,0.5400000579439601
62,0.5400324030585342
63,0.5400001207854698
64,0.5400027151865867
65,0.5400000132859014
66,0.5400162207196783
67,0.5405536352264791
68,0.5400000291984723
69,0.5400000267198636
70,0.5400000000222922
71,0.5400000461677308
72,0.5400001247006524
73,0.5400201045723051
74,0.5400001286037319
75,0.5400166266008367
76,0.5405991048388566
77,0.5400000161892655
78,0.5400000166595356
79,0.5400004597633464
80,0.5400001137639306
81,0.540000012996505
82,0.5400000259266479
83,0.5400001326076317
84,0.5400000299990277
85,0.5400000300867276
86,0.5400000000233863
87,0.5400000706636979
88,0.5400160957385454
89,0.5400000140620267
90,0.5400165718096533
91,0.5400000003976235
92,0.5400000000026198
93,0.54000010516341
94,0.5400000406194935
95,0.5400161077869507
96,0.5400000003892045
97,0.5400027498722798
98,0.5402301761037652
99,0.5400000014090349
